Cardiovascular Disease,Ozone,PM2.5,Diesel PM,Drinking Water,Lead,Pesticides,Traffic,Cleanup Sites,Groundwater Threats,Haz. Waste,Imp. Water Bodies,Solid Waste,Education,Linguistic Isolation,Poverty,Unemployment,Housing Burden
13.7,0.044,8.705066343,0.049,265.26,21.92,0.04,522.6381962,0,10,0.125,10,0,7.7,4,16.1,6.5,18.4
8.62,0.049,11.75489665,0.097,440.64,43.88,0.00,857.6008639,4.15,7.5,0.37,0,0.5,6.8,4,17,6.9,25
9.21,0.056,8.402614001,0.004,409.20,43.02,0.00,477.2064773,4.5,17.5,0.01,15,4.15,11.3,1.8,21.6,4.4,10.9
11.03,0.048,9.244478769,0.284,279.88,54.97,0.81,1159.107914,73.6,18.1,0.435,1,0,3.5,1.7,33.9,1.1,8.7
12.67,0.029,9.146242398,0.270,110.41,59.72,0.00,584.7755807,11.35,163.7,1.235,15,1.5,5,0.9,10.1,3.3,7.3
9.02,0.042,12.06356922,0.142,285.94,37.52,0.00,1489.588242,1,1.3,0.08,0,0,5.4,3.9,17.6,4.2,16.2
7.64,0.046,8.520093355,0.121,632.01,20.79,6097.71,593.0679058,12,5,0.02,7,3,11.7,3.4,17.6,5.7,15.2
7.48,0.041,8.581425857,0.597,371.84,36.66,0.00,1917.843625,0.7,25.3,0.685,0,0,5,6.7,11.5,5.6,13.8
14.02,0.036,6.046132691,0.006,214.02,46.26,0.01,174.05641,2,37,0.055,4,3.5,13.9,NA,34.5,6.3,16
8.97,0.049,7.690835014,0.005,673.93,26.90,22.65,64.11126021,0,2,0.2,5,2.2,13,1.1,32.2,7.3,6.7
9.45,0.032,8.609322177,0.198,258.79,61.17,0.00,1341.396245,1.75,0,0.23,10,1,11.9,15.3,20.5,3.3,13.3
24.8,0.040,4.85570764,0.087,429.58,38.98,0.00,412.5386704,9,0,0.4,5,0,11.1,9.9,28.5,3,10.6
13.69,0.050,8.946577497,0.051,101.78,36.04,0.00,396.0085036,12,46,0.11,7,0,5.7,0.8,15.2,5.2,15.6
5.88,0.032,8.611591681,0.458,258.79,65.70,0.00,2452.63802,0,0,0.41,0,0,8.3,11.3,12.2,5,18.6
16.38,0.045,8.103531081,0.069,332.46,41.25,0.00,559.4610122,12,3.5,0.335,1,0.2,5.2,2.1,23.3,3.6,22.7
15.09,0.041,8.506959732,0.068,291.53,77.68,0.00,419.944277,0,0,0.245,1,0,39.4,8.7,31.3,7.2,14.6
7.78,0.041,11.17290669,0.034,246.67,36.70,0.05,540.6465865,16,0.9,0.1,8,0.25,4.2,8.5,19,4,20.3
4.98,0.061,11.77067294,0.125,669.92,58.18,0.00,1988.752707,1.6,0,0.36,0,4,6.3,13.7,17,5.7,16
10.78,0.032,8.624771707,0.715,258.79,67.67,0.00,734.2034545,1.1,21.5,1.15,0,2,7.8,4.7,10,2,13.7
7.8,0.055,11.52562554,0.122,777.96,53.67,0.00,847.3242681,21,22.4,0.485,3,0,4.1,8.4,19,3.9,18.5
8.42,0.060,11.41365521,0.049,787.07,47.31,0.00,221.7776961,40.7,21.35,0.595,6,10.5,4.6,NA,13.4,4,14.2
21.39,0.065,6.434079061,0.036,383.57,33.41,0.00,364.6930532,0,0,0.11,0,0.7,28.7,13.1,47.5,1.3,19.4
8.65,0.052,10.03635006,0.078,321.03,17.59,0.07,2048.211886,0.7,3,0.83,17,8.5,2.6,4.2,14.7,2.5,24.9
8.62,0.045,9.062508635,0.063,425.66,47.87,831.57,406.1429847,9,10.3,0.15,21,1.5,8.3,6.4,12.1,7,14.3
22.28,0.064,8.907359297,0.034,387.30,54.57,0.00,293.3691982,0,0,0,0,0,16.8,1,31.6,10.7,10.1
14.86,0.064,6.417109627,0.142,407.93,18.24,0.01,893.7019985,0,0,0,0,0,13.6,7.6,40.6,7.4,20.5
14.78,0.066,9.926852832,0.010,361.65,26.46,0.00,556.1417743,0,0,0.2,0,0,10.5,2.3,45.7,8.4,13.8
14.62,0.051,8.114353297,0.039,375.26,12.31,385.52,248.5314361,4.5,26.75,0.71,11,18.6,6.2,3.4,18.6,3.4,9.2
11.86,0.041,8.26511597,0.136,291.53,42.26,0.00,1939.778686,0,0,0.205,3,0,9,6.3,8.3,2.7,24.3
9.03,0.043,10.15590933,0.103,312.86,58.34,0.00,242.7123807,0,3,0.13,12,1.1,10.6,4.6,30.2,4.2,15.8
11,0.036,6.055496455,0.007,345.87,53.49,21.30,303.5911437,0,7,0.5,3,7.2,6.8,2.9,39.6,0.8,25.9
19.78,0.055,8.548570131,0.058,358.79,11.56,0.00,869.3743678,0,0,0.35,10,0,10.5,9.8,24.9,8.7,7.1
12.75,0.045,8.543768045,0.163,300.67,42.74,0.00,920.0619342,0,5,0.025,0,0,43.3,16.4,60.5,2.4,25
17.56,0.048,3.914245832,0.001,208.21,51.59,0.48,158.1782914,12,0,0.1,2,9,8.9,0.3,24.7,2.5,9
14.44,0.062,14.47707629,0.026,887.85,17.74,729.86,382.7184924,0,1.5,0.1,0,0.5,8.6,4.9,16.7,5.7,4.4
12.75,0.044,8.949420781,0.153,305.29,37.61,0.03,1201.802921,4.5,1,0.13,4,0,15.9,4.1,25.3,4.4,21
7.85,0.042,11.50044657,0.165,563.51,51.99,1.80,3337.234615,0,3,0.4,7,0.5,2.6,0.8,11.1,4.1,12.1
19.33,0.044,8.698673187,0.042,393.65,12.86,14.99,520.0928574,6.5,2.5,0.18,16,0,8.1,2.7,6.8,1.7,6
19.25,0.041,8.378192876,0.088,299.69,13.99,0.00,801.2166321,3,0,0.11,4,0,7.4,3.9,20.1,5.2,10.4
9.88,0.049,8.873158215,0.022,440.19,52.83,1.69,300.5090925,4,4,0.25,4,4,12.5,4.4,23.4,4.7,15.2
8.39,0.045,11.67530401,0.139,440.64,27.25,0.00,1212.734312,29.5,40.5,0.545,10,4.5,5.4,2.3,11.8,4.9,8.3
11.26,0.044,9.46421244,0.066,451.40,26.31,0.00,933.2641956,4,0,0.15,7,0,8,1.8,39.2,7,23.4
9.84,0.036,6.096076323,0.066,274.75,52.06,0.00,599.5673027,1.75,15,0.12,17,0,13.6,10,47.9,6.4,26.3
17.86,0.048,8.892068972,0.047,342.93,17.87,65.63,558.3853964,0,8.1,0.01,0,1.1,21.1,2,21.9,NA,13.5
12.38,0.058,11.17770393,0.219,726.64,44.31,0.00,2002.050477,0,21,0.21,0,0,2.6,2.4,11.3,5.4,13.9
16.96,0.072,9.491457532,0.053,507.77,23.49,0.00,1121.184514,0,0,0,0,2,7.7,0.5,25.9,7.2,11.3
11.59,0.034,5.979496539,0.098,370.41,68.56,0.00,673.5485378,1,2.5,0.32,0,0,27.1,12.8,45.1,5.4,25
15.67,0.059,12.61893162,0.062,897.28,21.37,0.00,557.1141688,13.6,8.8,1.335,4,0,7.8,0,10.7,3.7,8.6
15.42,0.031,5.030933355,0.004,234.74,50.11,0.00,92.37650044,0,73,0,5,23.8,15.5,0,45.5,NA,21.4
6.42,0.036,8.196407601,0.352,428.47,46.61,0.00,1113.940009,23.75,22.25,0.525,4,0,12.7,10.3,24.2,3.2,17.8
8.13,0.032,8.611591681,0.459,258.79,68.72,0.00,2550.641556,0.5,0,0.485,0,0,18.6,16,14.7,3.3,13.6
9.31,0.039,8.533192281,0.589,257.75,21.00,0.00,1768.305277,29.65,46.75,0.625,3,0,7.1,14.1,17.8,6.3,7.3
12.69,0.038,8.538196945,0.244,204.79,67.38,0.00,588.0529748,13.5,33.1,0.12,0,0,8.6,7.6,14.4,2.2,11.2
13.32,0.065,6.4133886,0.001,814.84,33.58,0.00,135.394139,0,10,0.1,0,10.2,NA,2.5,16.6,NA,14.8
13.42,0.058,7.644561618,0.006,319.47,31.17,1.81,362.9969792,0.1,13.75,0.01,0,8.5,8.7,2.3,20.7,7.5,13.1
7.74,0.052,11.80022725,0.046,488.79,21.03,0.00,665.7150745,0.1,3,0.06,2,1.2,12.1,13.8,32.4,2.7,22.9
11.72,0.054,10.16815863,0.094,264.20,22.28,0.00,700.6854612,0.9,5,0.595,0,0,8.2,3.5,17.1,2.4,28.9
5.93,0.050,4.167882798,0.186,272.66,69.39,0.00,453.6263094,0,0,0.2,9,0,15.7,7.9,38.3,3.4,24.6
8.52,0.042,8.19534888,0.075,411.08,45.22,0.10,802.8667025,0,15,0.21,0,0,18.7,9.9,22.8,2.8,20.7
11.16,0.043,11.70429706,0.187,563.84,41.74,0.00,1246.287293,26.3,82,1.035,3,4.7,3.3,2.4,8.6,4.8,6.9
10.22,0.036,2.859552635,0.000,270.67,58.66,0.00,32.30931618,15,24,0.1,8,18,16.9,0.4,55.6,14.8,16.9
12.91,0.070,10.99070268,0.075,237.48,21.92,0.00,567.1474754,4,0,0.385,0,0,20.4,6.5,17,4.1,10.8
13.26,0.045,9.092821911,0.441,265.26,60.82,0.00,362.5566899,5,18.3,0.36,16,0.5,2,1,9.5,3.2,6.1
12.26,0.042,11.67288803,0.154,339.04,60.75,0.00,914.5221366,1.3,1.5,0.535,0,0,8.3,2,13,2.9,11.3
6.66,0.029,8.660772738,0.820,258.79,41.61,0.00,671.717428,4.5,4,2.115,10,0,1.7,1.4,12,4.6,17.8
6.78,0.046,10.9472191,0.381,278.79,30.09,0.00,1491.596042,60.45,72.75,3.215,13,9.8,2.1,1.8,16.6,0.6,21.7
23.22,0.055,7.5963886,0.044,207.54,32.03,10.18,295.6530083,2.5,0,0.15,5,0,11.7,1.5,27.3,8.5,12.2
9.96,0.047,7.925812052,0.019,566.35,13.65,8.65,1146.466266,42.5,63.55,27.925,15,34.25,4.6,3.4,5.6,4.7,7.6
9.84,0.043,11.99655082,0.289,285.94,36.26,0.60,2203.569628,1,24.25,0.31,0,2.5,4.6,2.4,15,3.3,10.5
13.1,0.036,8.94456898,0.154,299.97,17.29,0.00,426.1541469,0,5,0.05,1,0.2,10,8.3,22.4,3.3,17.7
17.74,0.061,9.699117278,0.101,237.48,22.00,7.87,1236.126272,0,0,0.15,0,0,9.6,1.4,15.2,6.7,14.5
10.97,0.046,4.128702212,0.001,297.67,47.67,1.14,66.17873968,1,6.3,0.01,8,30,11.7,2.7,31.7,2.1,5
6.23,0.037,7.629010908,0.057,858.08,50.35,107.81,666.1276519,7,9,0.4,4,9,12.5,8.4,12.8,5.5,10.4
11.49,0.034,8.385519826,0.133,256.44,53.94,0.00,1527.148324,0,12,0.655,0,0.2,8.3,3.5,11.7,4.7,11.2
7.67,0.052,11.96491784,0.459,796.98,68.95,0.00,582.9438142,0,4.65,0.01,0,0,14.9,16.6,16,2.1,10.9
8.22,0.042,8.952403754,0.491,558.70,64.48,0.00,1171.70675,3,19.5,0.335,6,0,5.8,0.5,15.7,4.6,15.9
5.17,0.035,8.503771033,0.012,174.81,34.24,0.00,3445.082288,5.2,11.25,0.55,10,0.2,3.1,4.1,13.7,10.1,18.2
12,0.049,9.222192369,0.138,487.76,32.75,0.00,1325.262322,0,16,0.38,11,0,8,NA,17.8,6,11
12.1,0.044,3.425049832,0.008,77.73,57.23,0.53,207.5183245,0,6,0,8,4,12.2,0.7,47,14.9,15.3
8.71,0.059,11.56011948,0.071,634.13,63.21,7.43,467.9141433,0.6,0.3,0.2,0,2,10.2,15.7,16.2,3.3,11.8
15.2,0.056,12.09180067,0.013,753.30,12.60,0.00,411.5304661,1.1,0,0.11,1,0,7.3,5,14.2,5,17.4
23.6,0.061,7.034789542,0.019,314.66,37.62,0.00,208.9574525,0,0,0.1,0,0,15.3,5.8,40.4,11.2,20.4
7.51,0.036,6.120363274,0.204,274.75,40.11,0.01,753.5972799,21.75,28.6,0.435,13,0,5,0.9,25,7.9,13.7
7.45,0.032,8.626131968,0.357,258.79,59.05,0.00,1958.245069,0,0.3,0.865,10,0.5,10.3,6.4,19.1,6.2,16.6
12.79,0.034,8.611185729,0.152,256.44,67.68,0.00,1575.322684,0,21,0.32,0,1,6.5,NA,11.5,2.4,12.8
16.28,0.036,8.659828459,0.126,204.79,42.32,0.00,442.962789,0,2.7,0.12,1,1.5,15.8,14.4,16.9,2.9,8.7
9.07,0.036,7.774779279,0.036,386.24,52.48,10.38,721.2743211,0,15,0.01,2,0.5,17.4,13,27.7,3.4,16.8
12.08,0.042,8.779702298,0.038,255.47,39.03,0.00,955.5723319,0,38.5,0.65,2,0,8.2,5.8,30,3.2,18.9
8.73,0.061,12.77265658,0.010,944.00,17.87,6.42,209.8200738,16,17.5,0,3,7,10.3,2.2,13.6,5.5,13.7
9.49,0.036,7.32136155,0.043,405.18,29.85,31.85,609.477352,2.9,23.6,0.225,5,5,9.8,1.8,20.6,7.8,17.9
6.44,0.040,8.247851306,0.246,337.09,47.05,0.00,1852.046016,10,9,0.55,2,0,3.7,12.8,13.7,6.3,11.3
7.73,0.034,8.437278976,0.202,174.81,46.77,0.00,1699.66893,4.8,17.75,0.46,1,0,7.1,5.4,22.2,2.8,23.6
11.68,0.059,5.314904074,0.041,445.87,34.19,0.01,540.7490134,72,5.3,0.145,3,6.7,4.3,0.6,36.1,3,19.7
11.56,0.049,9.541779205,0.181,455.25,52.32,0.00,447.1689937,0,18,0.08,7,0,1.9,6.4,15.4,5.6,14.9
11.01,0.041,8.69086754,0.083,390.69,12.59,0.00,1397.812063,0,10,0.1,0,0,14.8,13.4,11.6,6.8,21.9
12.79,0.034,8.437414588,0.149,439.71,61.85,0.00,1490.71005,0,3,0.07,0,0,9.6,3.5,14.6,2.7,13.2
8.05,0.033,8.55792697,0.305,258.79,74.17,0.00,1757.844942,1,0,0.37,2,0,8.1,12.8,16.4,6.8,13.9
13.45,0.051,8.379985666,0.265,353.59,15.28,7.35,357.9464657,0,11.8,0.675,0,0.1,7.9,3.1,15.9,7.1,8.6
9.77,0.040,8.583182844,0.119,308.68,13.57,505.72,1343.295897,0.1,15.75,0.285,7,0.1,4.3,2.5,8.4,3.1,2.7
10.43,0.045,8.559907543,0.085,467.02,44.21,0.00,344.1897993,12,2.4,8.26,0,0.25,8.1,9.6,27.7,1.1,15.1
8.46,0.037,7.999948395,0.151,463.00,51.70,0.05,697.2063436,49,73.25,0.285,6,0.7,6.6,1.4,29.9,3,21.9
9.71,0.049,11.71898001,0.103,787.94,54.41,0.00,1378.024646,0,24.75,0.8,0,0.2,3.2,4.9,18.2,5.1,18.4
10.21,0.054,7.36750551,0.003,420.89,32.18,0.92,43.23833847,0,3,0.1,0,9,9.7,2.2,41.2,12.9,19.6
9.22,0.036,6.628468669,0.013,676.02,30.51,200.23,318.1586735,2.25,56.5,0.4,9,13.5,14.8,4.3,17.9,3.2,10.6
15.03,0.036,8.65548356,0.278,204.79,39.37,0.00,2364.268853,0.45,6.1,0.295,1,0,4.3,3.7,15,2.6,13.6
9.34,0.043,11.70078211,0.134,548.39,22.83,0.00,2445.645277,0,23.5,0.2,3,2.5,9.2,6.9,8.4,5.1,14.1
21.51,0.058,9.040461784,0.063,237.48,6.40,0.00,382.8130843,9,1.5,0.475,6,0,9.1,4.1,10,6.9,8.8
9.49,0.060,13.4200074,0.157,733.95,4.89,0.00,1002.068044,0,0,0.285,2,0,3.1,3,9.6,3.6,4.6
10.28,0.037,8.761426405,0.029,420.89,16.33,0.00,301.8303273,15.5,3,2.42,5,2,1.3,1.5,11.6,3.7,9.6
10.08,0.044,11.05275468,0.083,349.16,31.26,0.00,896.7205803,15,2,0.2,2,9.4,9.5,2,16.3,5.7,14.2
16.81,0.046,8.60707477,0.078,428.45,32.30,0.00,677.7900244,0,0,0,4,0,10.4,6.9,32.5,6.7,12.7
8.78,0.040,8.023074454,0.096,327.10,33.48,119.26,1674.707792,3.5,30.5,0.625,9,1.1,9.1,2.4,13.7,4,4
9.64,0.034,8.158203114,0.382,327.70,21.78,0.05,813.0496146,6.45,24.7,1.09,0,8,1,7.2,39.4,4.5,35.4
9.45,0.032,8.624541822,0.147,258.79,61.50,0.00,1069.949489,0.8,0,0.255,10,1,3.1,9.2,19.1,4.6,20.3
13.61,0.051,8.885725347,0.033,448.23,23.74,17.82,623.7714998,0,8,0.235,15,1.2,8.7,6.2,15.9,5.9,7.1
16.28,0.036,8.665363281,0.097,204.79,55.19,0.00,569.3029932,0,0,0.11,2,0.2,10.8,7.5,21.2,4.2,12.9
15.19,0.065,15.0673044,0.093,528.97,2.19,0.00,832.9634864,0,0,0.38,0,0,6.9,2.9,4.4,5.4,8.6
7.07,0.034,7.899086969,0.138,312.65,85.82,0.00,515.2890125,2.65,15.6,0.6,0,2.75,21.4,12.8,30.2,0.8,24.6
4.37,0.029,9.063080675,1.352,110.41,57.26,0.00,2097.780325,5.1,37.7,0.725,12,1,9.9,14,23.2,3.3,13.2
11.75,0.065,7.260348103,0.134,407.93,36.49,0.00,949.1558495,4,0,0,0,0,11.8,5.2,41.2,7,22.2
8.72,0.040,8.391480516,0.289,257.75,39.75,0.00,1613.682225,26.1,14.25,0.55,0,0,9.7,16.2,8.3,3.5,10.4
23.23,0.065,4.837459959,0.007,431.61,39.20,0.00,349.7026116,0,0.75,0.225,0,1.25,6.1,1.1,31.4,6.2,18.7
11.38,0.040,7.74415352,0.166,346.82,29.56,0.00,623.6724769,4,49,1.275,5,0,10.1,5.9,26,3.6,17.7
16.29,0.065,5.74222248,0.010,488.37,33.36,0.00,828.1499981,0,3,0,0,5,7.6,1.6,39.7,5.5,10.5
8.52,0.048,10.14735107,0.137,418.25,41.21,0.00,739.0794278,0,0.2,0.3,1,0,6.4,2.6,22.7,14,21.9
7.38,0.029,9.189519339,0.613,110.41,53.26,0.00,143.5907225,3.5,22.5,1.535,0,0,6.1,2.4,80,13.8,48.4
8.71,0.062,13.3370066,0.204,513.67,4.34,0.34,515.7784249,0,0,0.525,0,0,7,0.8,13.8,2.1,10.8
10.76,0.045,8.602877714,0.303,377.88,28.63,0.00,2312.508812,1.75,1.05,0.52,2,0,4.5,3.9,15.9,1.4,21.3
20.63,0.058,9.414708117,0.187,617.07,1.03,0.00,2103.305252,0,0,0.36,0,0,8.2,1.2,15.3,3.7,15.4
11.05,0.065,9.953790794,0.267,640.89,32.99,0.13,1969.189673,0,0,0.345,0,0,2.9,3.8,19.2,8.4,9.1
12.49,0.067,11.62537549,0.015,688.28,1.91,0.00,1180.847933,12,0.6,0.09,0,0.2,3.4,3.9,14.4,6.1,10
8.59,0.067,10.12600908,0.029,619.17,19.39,0.00,1182.097626,0,0,0.1,2,0.2,7.3,4.8,14.3,3.6,15.7
9.73,0.054,7.420677868,0.009,630.86,30.66,758.28,174.0849989,0,41.75,0,7,10.5,5.1,4.7,22.3,1.2,16.7
13.71,0.058,10.2593901,0.096,657.41,11.31,0.00,419.9639179,1,0,0.025,1,0,4,2.9,9.9,7.6,12.2
8.97,0.041,11.72819116,0.164,339.04,46.49,0.13,2716.327331,9,13.05,0.52,12,1.2,5.9,0.7,12.5,3.5,17.1
10.3,0.040,8.437412775,0.228,291.53,50.35,0.00,3262.477499,0.25,28.5,0.21,2,1,5.7,5.4,20,2.3,12.6
10.22,0.065,15.21295581,0.019,528.97,18.38,0.00,1183.359619,0,0,0.35,0,0,1.6,1.4,34.7,9.9,19.4
25.26,0.057,8.169122963,0.056,439.40,29.34,0.00,265.4832785,0,0,0.4,0,1,10.6,3.5,36.8,6.2,11.5
8.51,0.029,9.589680531,0.354,110.41,38.72,0.00,1708.170326,0.9,28.7,2.32,2,0,NA,2.7,23.2,5.4,16.2
15.1,0.043,11.67212819,0.061,461.83,70.10,0.60,835.7528866,0,0,0.31,0,0.2,5.9,0,18.1,4.3,11.8
15.04,0.048,12.09105899,0.095,349.00,20.69,0.00,832.6283383,0,0,0.335,0,0,4.9,7.7,11.1,4.9,15.6
7.91,0.044,9.186817373,0.263,229.88,30.53,0.00,1535.611246,0,27.5,0.545,6,0,9.8,5,16,2.2,19.5
8.75,0.040,11.5700298,0.066,339.04,58.05,0.00,769.1520418,10.4,4.8,0.265,10,0,6.1,0.7,20.7,1.9,16.7
10.43,0.044,9.416841541,0.070,312.86,62.09,0.00,1106.785302,4.1,10,0.45,14,3,5.7,1.5,15.8,1.9,14.3
11.32,0.044,11.82138492,0.080,564.30,6.94,0.00,518.4318556,1.75,1,0.245,6,0,3.5,7.4,5.9,2.6,7.8
12.58,0.051,8.062682602,0.077,258.90,45.72,130.92,2101.255626,0,10,0.25,7,6,20.8,2.2,26.2,2.2,7.7
9.41,0.050,12.06400634,0.193,435.94,19.48,0.00,3379.227089,0,0,0.1,0,0,3.3,14.7,15,3,15.3
8.3,0.032,8.600383559,0.393,296.56,73.32,0.00,1774.539436,4.5,94.2,0.625,2,0.5,8.9,10.3,10.6,1.6,15.6
9.36,0.044,11.84210472,0.061,527.37,40.20,0.00,817.6385587,1,1,0.09,6,7,8.5,6.7,17.2,3.6,11.2
7.24,0.043,8.958484667,0.145,238.90,14.75,1673.26,1168.418222,6.45,7.8,2.24,13,2.7,12.8,8.6,18.5,5.6,10.4
10.94,0.041,11.36968418,0.063,343.56,19.82,0.00,1601.884854,1,0,0,9,0,4.3,1.4,15.4,NA,24.8
7.51,0.050,11.09735455,0.080,411.38,15.68,54.45,979.0517168,0,0,0.275,9,0,4.3,9.9,20,8.2,13.5
7.96,0.043,8.925251265,0.078,558.70,29.77,25703.27,557.8370395,1,5,0.13,4,0,10.5,2.7,22.2,5.3,14
8.79,0.035,7.553298967,0.046,368.46,39.49,518.11,614.8779077,0,0.2,0.3,8,0.2,18.4,9.8,41.4,1.6,17.3
8.71,0.040,11.8333474,0.176,410.59,49.18,0.00,1143.327134,5,2.85,0.375,0,1.7,5.5,9.7,17.9,6.6,14.3
7.91,0.062,13.16822606,0.089,733.95,11.99,1.94,210.5747685,0,0,0.2,0,0,5.4,10.1,15.8,5.5,10.4
12.3,0.037,8.770079709,0.140,272.48,28.23,0.00,713.1179791,0,20.9,0.58,1,1,3.7,3.3,9.4,5,11.7
5.41,0.029,8.64348771,2.019,258.79,6.43,0.00,2412.494424,36.85,17,7.71,16,0,3.2,3.7,15,4.2,8.3
31.63,0.064,6.814012789,0.010,487.29,53.49,0.00,207.8475491,0,5.5,0,0,0,11.8,NA,49.3,9.1,NA
13.09,0.048,11.90288337,0.154,656.94,38.56,0.00,794.3158111,10,3,0.5,0,0,7,5.5,11.1,3.7,10.2
9.47,0.064,9.79582903,0.148,599.99,16.47,0.00,1672.068251,0,3.75,1.38,7,0,2.3,4.5,10.7,4.3,17
9.25,0.029,9.084806909,0.240,110.41,67.62,0.00,556.97488,1.65,56.25,1.62,12,0,2.5,5.7,14.5,5.6,9.7
10.38,0.057,6.378759567,0.005,778.36,35.61,0.00,285.7191672,0,38,0.5,1,14,6.2,0,45.3,6.2,17.2
13.65,0.044,3.241771902,0.006,371.29,35.24,8.92,151.7876376,0,12,0.1,8,4,8.9,0.7,35.9,7.1,8.5
7.64,0.049,11.78930596,0.399,440.64,26.73,0.00,3332.664108,10.9,2,0.175,0,4.2,1.9,6.6,14.4,7.1,15.9
10.84,0.051,8.521409053,0.155,512.15,40.79,0.00,1185.703092,12,2,0.15,5,0,5.8,3.5,23,5.6,5.9
8.03,0.041,8.685259578,0.251,291.53,39.77,0.00,1417.901914,0,0,0,1,0,25.1,17.9,18.4,6.6,14.8
6.09,0.049,11.14605794,0.215,411.38,26.51,14.81,2908.722772,0,16,0.17,10,1.5,4.2,11.5,16.5,4.7,17.1
23.89,0.048,7.299437973,0.019,299.74,55.86,0.00,128.2515125,10,3,0,1,2,6.5,0,24,1.4,9.7
12.29,0.046,11.63080991,0.171,440.64,56.93,0.00,740.905432,0,0,0.135,0,0,13.5,3.1,22.9,4.9,13.6
7.16,0.064,6.733729375,0.039,484.70,24.27,0.75,1843.674394,0,5.3,0.175,0,20.2,17.5,6.2,39.5,NA,19.7
9.16,0.051,11.60694985,0.154,669.00,56.59,0.00,1070.527805,19,3.6,0.15,0,8,5.5,2.7,15.8,5.8,14.7
12.38,0.054,9.288666832,0.199,409.29,31.73,0.00,745.0170654,0,5,0.2,6,0,7.9,2.4,20.2,4.8,12.5
7.7,0.044,9.691093888,0.269,312.86,43.67,0.00,1413.283731,7,23,0.35,18,6,4.3,3.6,13.6,4,10.8
9.84,0.036,6.041988861,0.152,274.75,49.09,0.00,1258.839966,7,30,0.375,8,0,12.1,9.6,29.7,2.9,19.8
8.81,0.051,12.17233228,0.250,435.94,13.17,0.00,2170.498577,0.1,0,0.055,0,1,5.5,16.4,13.1,5.5,15.1
9.22,0.065,7.321645405,0.176,448.56,21.17,1.55,1239.71709,0,0,0.15,9,0,7.8,9.7,26.1,5.1,9.2
10.43,0.041,11.95004069,0.106,315.74,73.71,73.81,1835.561935,11.85,12,0.455,0,0.4,9.3,4.5,NA,3.7,8.2
17.02,0.046,8.634199661,0.103,406.54,29.98,0.00,464.7684178,0,0,0.1,0,0,12.9,9.7,44.4,5.2,15.2
14.57,0.057,7.956726817,0.001,552.05,18.15,0.00,43.14491882,0,6,0,5,8,11.8,1.1,39,10.1,18.3
8.93,0.043,8.872626038,0.121,558.70,38.12,0.70,1248.103018,0,0,0.33,1,0,7.6,NA,22,9.8,18.6
12.92,0.064,6.371785884,0.002,282.94,45.30,0.06,NA,0,0,0.1,0,2,11.7,1.8,41.3,13.5,18.4
11.14,0.039,6.761949961,0.012,433.72,35.97,2.98,1026.307329,23.4,51.75,1.3,4,8,14.7,7.8,20.6,1.9,9.6
8.59,0.062,13.3562064,0.108,519.70,13.00,2.24,401.2632694,0,0,0.16,0,0,5.1,3,12.9,5.9,8.6
12.28,0.054,7.388704937,0.042,235.75,44.47,0.19,469.6738906,0,0,0.6,0,7,13.1,4,25.2,3.6,15.2
5.96,0.038,8.147464677,0.422,428.59,33.59,0.00,1839.369511,10.1,39,0.725,4,0,3.3,3.9,8.8,7.9,11.3
9.36,0.031,8.831343231,0.226,110.41,69.52,0.00,282.6156138,0,10.8,0.06,0,0.2,8,1.2,17,3.2,21.3
9.01,0.049,7.002161462,0.002,753.20,41.93,0.16,287.2912167,6,17,0.1,4,7.1,8.5,0.9,25.2,8.1,10.7
9.49,0.035,7.689424145,0.033,408.95,47.66,1.82,778.0401691,2.25,1.5,0.2,10,0,3.6,0.4,25.1,7.7,21.5
11.05,0.044,11.85384693,0.169,440.64,54.76,0.00,1449.589594,9,69.75,0.695,0,0.5,0.5,2,7.1,6.2,14.4
16.71,0.064,10.00613436,0.085,237.48,23.44,0.12,1300.758746,0,3,0.135,0,2,16.6,1.1,28.1,4,9.7
11.74,0.037,3.914912252,0.014,351.27,30.94,28.05,190.552903,9,7,0.1,6,7,12.8,4.2,20.8,2.6,16.3
10.77,0.056,5.64377217,0.001,509.10,43.69,0.07,87.30333366,0,6,0.3,24,14.4,12.1,1.4,42.5,7.3,11.9
13.35,0.050,9.738341381,0.034,408.31,38.47,0.00,783.3442588,0,0,0.2,1,0,3.9,4.1,12.6,1.9,17.5
11.72,0.032,7.608067414,0.102,406.39,38.25,0.13,1150.846509,0,31.3,0.46,4,0,14.3,0,27.6,0.6,24.3
10.6,0.055,11.44967872,0.135,722.74,44.93,0.02,1805.866348,4.5,6.75,0.635,6,0.4,2.1,3,9.9,5,5.6
9.05,0.064,6.806929121,0.063,330.85,56.61,0.00,708.6949862,0,35,0.21,0,0,NA,5.3,50.2,7.6,21.7
9.29,0.046,6.881490083,0.033,533.94,14.19,36.57,424.5065718,18.1,3,2.995,3,0,6.8,0,18.7,6,16.9
6.07,0.029,8.637295646,0.702,258.79,43.50,0.00,1964.438383,0,3.75,1.79,10,0,6.3,8.3,21,4.7,14.2
9.34,0.032,8.588961714,0.846,258.79,69.17,0.00,368.4406819,9,3.5,0.17,0,0.5,9.5,7.1,20.4,1.9,10.7
14.45,0.035,7.322758327,0.034,261.46,39.31,308.66,301.0466699,0,5,9.11,8,2,5.7,1.9,22.1,5.2,10.7
